date,cash,positions_value,total_value,return_pct,num_positions
2026-08-18 10:55,nan,nan,nan,nan,4
2026-08-18 11:55,nan,nan,nan,nan,4
2026-08-18 14:10,nan,0.0,nan,nan,0
2026-08-18 15:58,nan,0.0,nan,nan,0
2026-08-18 17:04,nan,0.0,nan,nan,0
2026-08-18 19:17,nan,0.0,nan,nan,0
2026-08-18 19:59,nan,0.0,nan,nan,0
2026-08-18 20:55,nan,0.0,nan,nan,0
2026-08-18 21:50,nan,0.0,nan,nan,0
2026-08-18 22:56,nan,0.0,nan,nan,0
2026-08-18 23:45,nan,0.0,nan,nan,0
2026-08-19 03:14,nan,0.0,nan,nan,0
2026-08-19 07:28,nan,0.0,nan,nan,0
2026-08-19 09:09,nan,0.0,nan,nan,0
2026-08-19 10:51,nan,0.0,nan,nan,0
2026-08-19 11:55,nan,0.0,nan,nan,0
2026-08-19 14:06,nan,0.0,nan,nan,0
2026-08-19 15:59,nan,0.0,nan,nan,0
2026-08-19 17:01,nan,0.0,nan,nan,0
2026-08-19 18:02,nan,0.0,nan,nan,0
2026-08-19 19:44,nan,0.0,nan,nan,0
2026-08-19 20:59,nan,0.0,nan,nan,0
2026-08-19 22:55,nan,0.0,nan,nan,0
2026-08-19 23:47,nan,0.0,nan,nan,0
2026-08-20 03:13,nan,0.0,nan,nan,0
2026-08-20 05:08,nan,0.0,nan,nan,0
2026-08-20 07:29,nan,0.0,nan,nan,0
2026-08-20 09:18,nan,0.0,nan,nan,0
2026-08-20 10:57,nan,0.0,nan,nan,0
2026-08-20 11:58,nan,0.0,nan,nan,0
2026-08-20 16:01,nan,0.0,nan,nan,0
2026-08-20 17:55,nan,0.0,nan,nan,0
2026-08-20 19:44,nan,0.0,nan,nan,0
2026-08-20 21:02,nan,0.0,nan,nan,0
2026-08-20 22:50,nan,0.0,nan,nan,0
2026-08-20 23:53,nan,0.0,nan,nan,0
2026-08-21 03:31,nan,0.0,nan,nan,0
2026-08-21 05:20,nan,0.0,nan,nan,0
2026-08-21 07:56,nan,0.0,nan,nan,0
2026-08-21 09:55,nan,0.0,nan,nan,0
2026-08-21 11:01,nan,0.0,nan,nan,0
2026-08-21 13:59,nan,0.0,nan,nan,0
2026-08-21 15:20,nan,0.0,nan,nan,0
2026-08-21 17:03,nan,0.0,nan,nan,0
2026-08-21 19:10,nan,0.0,nan,nan,0
2026-08-21 19:57,nan,0.0,nan,nan,0
2026-08-21 20:54,nan,0.0,nan,nan,0
2026-08-21 21:53,nan,0.0,nan,nan,0
2026-08-21 22:54,nan,0.0,nan,nan,0
2026-08-21 23:51,nan,0.0,nan,nan,0
2026-08-22 03:08,nan,0.0,nan,nan,0
2026-08-22 05:01,nan,0.0,nan,nan,0
2026-08-22 06:02,nan,0.0,nan,nan,0
2026-08-22 07:50,nan,0.0,nan,nan,0
2026-08-22 09:02,nan,0.0,nan,nan,0
2026-08-22 10:01,nan,0.0,nan,nan,0
2026-08-22 11:01,nan,0.0,nan,nan,0
2026-08-22 11:58,nan,0.0,nan,nan,0
2026-08-22 13:43,nan,0.0,nan,nan,0
2026-08-22 14:50,nan,0.0,nan,nan,0
2026-08-22 15:42,nan,0.0,nan,nan,0
2026-08-22 16:54,nan,0.0,nan,nan,0
2026-08-22 17:43,nan,0.0,nan,nan,0
2026-08-22 19:56,nan,0.0,nan,nan,0
2026-08-22 20:52,nan,0.0,nan,nan,0
2026-08-22 21:43,nan,0.0,nan,nan,0
2026-08-22 22:50,nan,0.0,nan,nan,0
2026-08-22 23:41,nan,0.0,nan,nan,0
2026-08-23 03:30,nan,0.0,nan,nan,0
2026-08-23 05:05,nan,0.0,nan,nan,0
2026-08-23 07:21,nan,0.0,nan,nan,0
2026-08-23 08:58,nan,0.0,nan,nan,0
2026-08-23 09:55,nan,0.0,nan,nan,0
2026-08-23 10:52,nan,0.0,nan,nan,0
2026-08-23 11:41,nan,0.0,nan,nan,0
2026-08-23 13:45,nan,0.0,nan,nan,0
2026-08-23 14:53,nan,0.0,nan,nan,0
2026-08-23 15:47,nan,0.0,nan,nan,0
2026-08-23 16:56,nan,0.0,nan,nan,0
2026-08-23 17:42,nan,0.0,nan,nan,0
2026-08-23 19:01,nan,0.0,nan,nan,0
2026-08-23 19:55,nan,0.0,nan,nan,0
2026-08-23 20:52,nan,0.0,nan,nan,0
2026-08-23 21:41,nan,0.0,nan,nan,0
2026-08-23 22:50,nan,0.0,nan,nan,0
2026-08-23 23:41,nan,0.0,nan,nan,0
2026-08-24 03:32,nan,0.0,nan,nan,0
2026-08-24 05:58,nan,0.0,nan,nan,0
2026-08-24 08:26,nan,0.0,nan,nan,0
2026-08-24 10:23,nan,0.0,nan,nan,0
2026-08-24 11:48,nan,0.0,nan,nan,0
2026-08-24 14:25,nan,0.0,nan,nan,0
2026-08-24 16:06,nan,0.0,nan,nan,0
2026-08-24 17:58,nan,0.0,nan,nan,0
2026-08-24 19:19,nan,0.0,nan,nan,0
2026-08-24 21:00,nan,0.0,nan,nan,0
2026-08-24 21:58,nan,0.0,nan,nan,0
2026-08-24 22:58,nan,0.0,nan,nan,0
2026-08-24 23:48,nan,0.0,nan,nan,0
2026-08-25 03:15,nan,0.0,nan,nan,0
2026-08-25 05:09,nan,0.0,nan,nan,0
2026-08-25 08:00,nan,0.0,nan,nan,0
2026-08-25 09:55,nan,0.0,nan,nan,0
2026-08-25 11:04,nan,0.0,nan,nan,0
2026-08-25 14:10,nan,0.0,nan,nan,0
2026-08-25 16:18,nan,0.0,nan,nan,0
2026-08-25 17:51,nan,0.0,nan,nan,0
2026-08-25 19:20,nan,0.0,nan,nan,0
2026-08-25 20:52,nan,0.0,nan,nan,0
2026-08-25 21:56,nan,0.0,nan,nan,0
2026-08-25 22:59,nan,0.0,nan,nan,0
2026-08-25 23:52,nan,0.0,nan,nan,0
2026-08-26 03:34,nan,0.0,nan,nan,0
2026-08-26 05:20,nan,0.0,nan,nan,0
2026-08-26 08:03,nan,0.0,nan,nan,0
2026-08-26 10:19,nan,0.0,nan,nan,0
2026-08-26 11:54,nan,0.0,nan,nan,0
2026-08-26 14:25,nan,0.0,nan,nan,0
2026-08-26 17:51,nan,0.0,nan,nan,0
2026-08-28 01:35,nan,0.0,nan,nan,0
2026-08-28 21:54,nan,0.0,nan,nan,0
2026-08-28 22:01,nan,0.0,nan,nan,0
2026-08-28 22:31,nan,0.0,nan,nan,0
2026-08-28 23:01,nan,0.0,nan,nan,0
2026-08-28 23:31,nan,0.0,nan,nan,0
2026-08-29 00:01,nan,0.0,nan,nan,0
2026-08-29 00:31,nan,0.0,nan,nan,0
2026-08-29 01:01,nan,0.0,nan,nan,0
2026-08-29 01:31,nan,0.0,nan,nan,0
2026-08-29 02:01,nan,0.0,nan,nan,0
2026-08-29 02:31,nan,0.0,nan,nan,0
2026-08-29 03:01,nan,0.0,nan,nan,0
2026-08-29 03:31,nan,0.0,nan,nan,0
2026-08-29 04:01,nan,0.0,nan,nan,0
2026-08-29 04:31,nan,0.0,nan,nan,0
2026-08-29 05:02,nan,0.0,nan,nan,0
2026-08-29 05:31,nan,0.0,nan,nan,0
2026-08-29 06:01,nan,0.0,nan,nan,0
2026-08-29 06:31,nan,0.0,nan,nan,0
2026-08-29 07:01,nan,0.0,nan,nan,0
2026-08-29 07:31,nan,0.0,nan,nan,0
2026-08-29 08:01,nan,0.0,nan,nan,0
2026-08-29 08:32,nan,0.0,nan,nan,0
2026-08-29 09:01,nan,0.0,nan,nan,0
2026-08-29 09:31,nan,0.0,nan,nan,0
2026-08-29 10:02,nan,0.0,nan,nan,0
2026-08-29 10:31,nan,0.0,nan,nan,0
2026-08-29 11:01,nan,0.0,nan,nan,0
2026-08-29 11:31,nan,0.0,nan,nan,0
2026-08-29 12:01,nan,0.0,nan,nan,0
2026-08-29 12:31,nan,0.0,nan,nan,0
2026-08-29 13:02,nan,0.0,nan,nan,0
2026-08-29 13:31,nan,0.0,nan,nan,0
2026-08-29 14:03,nan,0.0,nan,nan,0
2026-08-29 14:31,nan,0.0,nan,nan,0
2026-08-29 15:01,nan,0.0,nan,nan,0
2026-08-29 15:31,nan,0.0,nan,nan,0
2026-08-29 16:02,nan,0.0,nan,nan,0
2026-08-29 16:31,nan,0.0,nan,nan,0
2026-08-29 17:02,nan,0.0,nan,nan,0
2026-08-29 17:31,nan,0.0,nan,nan,0
2026-08-29 18:01,nan,0.0,nan,nan,0
2026-08-29 18:31,nan,0.0,nan,nan,0
2026-08-29 19:01,nan,0.0,nan,nan,0
2026-08-29 19:31,nan,0.0,nan,nan,0
2026-08-29 20:01,nan,0.0,nan,nan,0
2026-08-29 20:31,nan,0.0,nan,nan,0
2026-08-29 21:01,nan,0.0,nan,nan,0
2026-08-29 21:31,nan,0.0,nan,nan,0
2026-08-29 22:01,nan,0.0,nan,nan,0
2026-08-29 22:31,nan,0.0,nan,nan,0
2026-08-29 23:01,nan,0.0,nan,nan,0
2026-08-29 23:31,nan,0.0,nan,nan,0
2026-08-30 00:01,nan,0.0,nan,nan,0
2026-08-30 00:31,nan,0.0,nan,nan,0
2026-08-30 01:01,nan,0.0,nan,nan,0
2026-08-30 01:32,nan,0.0,nan,nan,0
2026-08-30 02:02,nan,0.0,nan,nan,0
2026-08-30 02:31,nan,0.0,nan,nan,0
2026-08-30 03:01,nan,0.0,nan,nan,0
2026-08-30 03:31,nan,0.0,nan,nan,0
2026-08-30 04:01,nan,0.0,nan,nan,0
2026-08-30 04:31,nan,0.0,nan,nan,0
2026-08-30 05:01,nan,0.0,nan,nan,0
2026-08-30 05:31,nan,0.0,nan,nan,0
2026-08-30 06:01,nan,0.0,nan,nan,0
2026-08-30 06:32,nan,0.0,nan,nan,0
2026-08-30 07:01,nan,0.0,nan,nan,0
2026-08-30 07:31,nan,0.0,nan,nan,0
2026-08-30 08:01,nan,0.0,nan,nan,0
2026-08-30 08:31,nan,0.0,nan,nan,0
2026-08-30 09:02,nan,0.0,nan,nan,0
2026-08-30 09:31,nan,0.0,nan,nan,0
2026-08-30 10:01,nan,0.0,nan,nan,0
2026-08-30 10:31,nan,0.0,nan,nan,0
2026-08-30 11:01,nan,0.0,nan,nan,0
2026-08-30 11:31,nan,0.0,nan,nan,0
2026-08-30 12:02,nan,0.0,nan,nan,0
2026-08-30 12:31,nan,0.0,nan,nan,0
2026-08-30 13:01,nan,0.0,nan,nan,0
2026-08-30 13:31,nan,0.0,nan,nan,0
2026-08-30 14:01,nan,0.0,nan,nan,0
2026-08-30 14:31,nan,0.0,nan,nan,0
2026-08-30 15:01,nan,0.0,nan,nan,0
2026-08-30 15:31,nan,0.0,nan,nan,0
2026-08-30 16:01,nan,0.0,nan,nan,0
2026-08-30 16:32,nan,0.0,nan,nan,0
2026-08-30 17:02,nan,0.0,nan,nan,0
2026-08-30 17:31,nan,0.0,nan,nan,0
2026-08-30 18:01,nan,0.0,nan,nan,0
2026-08-30 18:31,nan,0.0,nan,nan,0
2026-08-30 19:01,nan,0.0,nan,nan,0
2026-08-30 19:31,nan,0.0,nan,nan,0
2026-08-30 20:01,nan,0.0,nan,nan,0
2026-08-30 20:31,nan,0.0,nan,nan,0
2026-08-30 21:01,nan,0.0,nan,nan,0
2026-08-30 21:31,nan,0.0,nan,nan,0
2026-08-30 22:01,nan,0.0,nan,nan,0
2026-08-30 22:31,nan,0.0,nan,nan,0
2026-08-30 23:01,nan,0.0,nan,nan,0
2026-08-30 23:31,nan,0.0,nan,nan,0
2026-08-31 00:02,nan,0.0,nan,nan,0
2026-08-31 00:31,nan,0.0,nan,nan,0
2026-08-31 01:01,nan,0.0,nan,nan,0
2026-08-31 01:31,nan,0.0,nan,nan,0
2026-08-31 02:01,nan,0.0,nan,nan,0
2026-08-31 02:32,nan,0.0,nan,nan,0
2026-08-31 03:02,nan,0.0,nan,nan,0
2026-08-31 03:31,nan,0.0,nan,nan,0
2026-08-31 04:01,nan,0.0,nan,nan,0
2026-08-31 04:31,nan,0.0,nan,nan,0
2026-08-31 05:02,nan,0.0,nan,nan,0
2026-08-31 05:31,nan,0.0,nan,nan,0
2026-08-31 06:02,nan,0.0,nan,nan,0
2026-08-31 06:32,nan,0.0,nan,nan,0
2026-08-31 07:01,nan,0.0,nan,nan,0
2026-08-31 07:32,nan,0.0,nan,nan,0
2026-08-31 08:01,nan,0.0,nan,nan,0
2026-08-31 08:32,nan,0.0,nan,nan,0
2026-08-31 09:01,nan,0.0,nan,nan,0
2026-08-31 09:31,nan,0.0,nan,nan,0
2026-08-31 10:01,nan,0.0,nan,nan,0
2026-08-31 10:31,nan,0.0,nan,nan,0
2026-08-31 11:02,nan,0.0,nan,nan,0
2026-08-31 11:31,nan,0.0,nan,nan,0
2026-08-31 12:01,nan,0.0,nan,nan,0
2026-08-31 12:31,nan,0.0,nan,nan,0
2026-08-31 13:01,nan,0.0,nan,nan,0
2026-08-31 13:31,nan,0.0,nan,nan,0
2026-08-31 14:02,nan,0.0,nan,nan,0
2026-08-31 14:31,nan,0.0,nan,nan,0
2026-08-31 15:02,nan,0.0,nan,nan,0
2026-08-31 15:31,nan,0.0,nan,nan,0
2026-08-31 16:02,nan,0.0,nan,nan,0
2026-08-31 16:31,nan,0.0,nan,nan,0
2026-08-31 17:01,nan,0.0,nan,nan,0
2026-08-31 17:31,nan,0.0,nan,nan,0
2026-08-31 18:01,nan,0.0,nan,nan,0
2026-08-31 18:31,nan,0.0,nan,nan,0
2026-08-31 19:01,nan,0.0,nan,nan,0
2026-08-31 19:31,nan,0.0,nan,nan,0
2026-08-31 20:01,nan,0.0,nan,nan,0
2026-08-31 20:31,nan,0.0,nan,nan,0
2026-08-31 21:01,nan,0.0,nan,nan,0
2026-08-31 21:31,nan,0.0,nan,nan,0
2026-08-31 22:02,nan,0.0,nan,nan,0
2026-08-31 22:31,nan,0.0,nan,nan,0
2026-08-31 23:01,nan,0.0,nan,nan,0
2026-08-31 23:31,nan,0.0,nan,nan,0
2026-09-01 00:03,nan,0.0,nan,nan,0
2026-09-01 00:43,nan,0.0,nan,nan,0
2026-09-01 01:03,nan,0.0,nan,nan,0
2026-09-01 01:33,nan,0.0,nan,nan,0
2026-09-01 02:02,nan,0.0,nan,nan,0
2026-09-01 02:34,nan,0.0,nan,nan,0
2026-09-01 03:02,nan,0.0,nan,nan,0
2026-09-01 03:36,nan,0.0,nan,nan,0
2026-09-01 04:02,nan,0.0,nan,nan,0
2026-09-01 04:35,nan,0.0,nan,nan,0
2026-09-01 05:02,nan,0.0,nan,nan,0
2026-09-01 05:34,nan,0.0,nan,nan,0
2026-09-01 06:03,nan,0.0,nan,nan,0
2026-09-01 06:40,nan,0.0,nan,nan,0
2026-09-01 07:03,nan,0.0,nan,nan,0
2026-09-01 07:35,nan,0.0,nan,nan,0
2026-09-01 08:02,nan,0.0,nan,nan,0
2026-09-01 08:36,nan,0.0,nan,nan,0
2026-09-01 09:02,nan,0.0,nan,nan,0
2026-09-01 09:36,nan,0.0,nan,nan,0
2026-09-01 10:02,nan,0.0,nan,nan,0
2026-09-01 10:37,nan,0.0,nan,nan,0
2026-09-01 11:02,nan,0.0,nan,nan,0
2026-09-01 11:34,nan,0.0,nan,nan,0
2026-09-01 12:02,nan,0.0,nan,nan,0
2026-09-01 12:39,nan,0.0,nan,nan,0
2026-09-01 13:02,nan,0.0,nan,nan,0
2026-09-01 13:35,nan,0.0,nan,nan,0
2026-09-01 14:02,nan,0.0,nan,nan,0
2026-09-01 14:36,nan,0.0,nan,nan,0
2026-09-01 15:02,nan,0.0,nan,nan,0
2026-09-01 15:52,nan,0.0,nan,nan,0
2026-09-01 16:33,nan,0.0,nan,nan,0
2026-09-01 17:02,nan,0.0,nan,nan,0
2026-09-01 17:32,nan,0.0,nan,nan,0
2026-09-01 18:02,nan,0.0,nan,nan,0
2026-09-01 18:37,nan,0.0,nan,nan,0
2026-09-01 19:02,nan,0.0,nan,nan,0
2026-09-01 19:32,nan,0.0,nan,nan,0
2026-09-01 20:02,nan,0.0,nan,nan,0
2026-09-01 20:34,nan,0.0,nan,nan,0
2026-09-01 21:02,nan,0.0,nan,nan,0
2026-09-01 21:33,nan,0.0,nan,nan,0
2026-09-01 22:02,nan,0.0,nan,nan,0
2026-09-01 22:33,nan,0.0,nan,nan,0
2026-09-01 23:02,nan,0.0,nan,nan,0
2026-09-01 23:31,nan,0.0,nan,nan,0
2026-09-02 00:03,nan,0.0,nan,nan,0
2026-09-02 00:40,nan,0.0,nan,nan,0
2026-09-02 01:02,nan,0.0,nan,nan,0
2026-09-02 01:33,nan,0.0,nan,nan,0
2026-09-02 02:09,nan,0.0,nan,nan,0
2026-09-02 02:44,nan,0.0,nan,nan,0
2026-09-02 03:02,nan,0.0,nan,nan,0
2026-09-02 03:35,nan,0.0,nan,nan,0
2026-09-02 04:02,nan,0.0,nan,nan,0
2026-09-02 04:35,nan,0.0,nan,nan,0
2026-09-02 05:02,nan,0.0,nan,nan,0
2026-09-02 05:37,nan,0.0,nan,nan,0
2026-09-02 06:03,nan,0.0,nan,nan,0
2026-09-02 06:41,nan,0.0,nan,nan,0
2026-09-02 07:02,nan,0.0,nan,nan,0
2026-09-02 07:34,nan,0.0,nan,nan,0
2026-09-02 08:02,nan,0.0,nan,nan,0
2026-09-02 08:35,nan,0.0,nan,nan,0
2026-09-02 09:02,nan,0.0,nan,nan,0
2026-09-02 09:35,nan,0.0,nan,nan,0
2026-09-02 10:02,nan,0.0,nan,nan,0
2026-09-02 10:35,nan,0.0,nan,nan,0
2026-09-02 11:02,nan,0.0,nan,nan,0
2026-09-02 11:35,nan,0.0,nan,nan,0
2026-09-02 12:02,nan,0.0,nan,nan,0
